timestamp (ms);packet no.;rssi;satellites;longitude (¡);latitude (¡);altitude (m);temperature (decy ¡C);pressure (Pa);humidity (%)
700128;56;-121;8;21.065996;52.504253;102;449;100899.72;13
705127;57;-120;8;21.065996;52.504253;102;452;100903.25;13
710125;58;-123;8;21.065996;52.504253;102;453;100902.99;12
715124;59;-124;8;21.065996;52.504253;102;453;100903.47;12
720121;60;-125;8;21.065996;52.504253;102;454;100907.17;12
725120;61;-120;8;21.065996;52.504253;102;458;100909.16;12
730118;62;-124;8;21.065996;52.504253;102;456;100906.54;12
735117;63;-122;8;21.065998;52.504253;102;457;100915.68;12
740115;64;-124;8;21.065998;52.504253;102;457;100908.69;12
745114;65;-124;8;21.065998;52.504253;102;452;100904.94;12
750113;66;-121;8;21.065998;52.504253;102;454;100909.06;12
755112;67;-124;8;21.065998;52.504253;102;459;100907.53;12
760113;68;-122;9;21.065998;52.504253;102;457;100909.04;12
765114;69;-123;9;21.065998;52.504253;102;463;100908.48;12
770112;70;-121;9;21.065998;52.504253;102;457;100916.4;12
775112;71;-120;9;21.065998;52.504253;102;454;100903.84;13
780110;72;-121;9;21.065998;52.504253;102;449;100898.31;12
785108;73;-123;9;21.065998;52.504253;102;444;100898.16;13
790106;74;-121;9;21.065998;52.504253;102;449;100898.66;13
795107;75;-121;9;21.065998;52.504253;102;451;100905.48;12
800104;76;-119;9;21.065998;52.504253;102;450;100902.73;13
805102;77;-121;9;21.066004;52.504242;101;451;100907.5;12
810103;78;-119;9;21.066006;52.504238;101;451;100901.68;12
815102;79;-122;9;21.066006;52.504238;101;453;100898.12;12
820100;80;-121;9;21.066006;52.504238;101;452;100910.92;12
825100;81;-122;9;21.066006;52.504238;101;454;100910.24;13
830098;82;-124;9;0;13441.08496;1810;439;100914.52;13
835096;83;-124;9;21.066006;52.504238;101;453;100905.84;13
840095;84;-124;9;21.066006;52.504238;101;456;100908.08;12
845093;85;-122;9;21.066006;52.504238;101;456;100914.73;12
850091;86;-120;9;21.066006;52.504238;101;456;100909.86;12
855092;87;-120;9;21.066006;52.504238;101;457;100909.04;13
860089;88;-122;9;21.066006;52.504238;101;455;100917.17;13
865088;89;-123;9;21.066006;52.504238;101;461;100914.78;12
870086;90;-122;9;21.066006;52.504238;101;461;100908.72;12
875085;91;-125;9;21.066006;52.504238;101;456;100912.71;12
880083;92;-123;9;21.066006;52.504238;101;455;100910.65;12
885081;93;-121;9;21.066006;52.504238;101;450;100901.55;12
890080;94;-122;9;21.066006;52.504238;101;448;100902.09;12
895079;95;-122;9;21.066006;52.504238;101;448;100900.73;12
900077;96;-122;9;21.066006;52.504238;101;450;100902.03;12
905075;97;-120;9;21.066008;52.504238;101;453;100908.56;12
910073;98;-121;9;21.066008;52.504238;101;452;100905.27;12
915073;99;-120;9;21.066008;52.504238;101;443;100903.7;13
920070;100;-124;9;21.066008;52.504238;101;449;100904.83;12
925068;101;-123;9;21.066008;52.504238;101;445;100900.1;12
930069;102;-122;9;21.066008;52.504238;101;445;100897.78;12
935066;103;-122;9;21.066008;52.504238;101;444;100895.32;12
940066;104;-121;9;21.066008;52.504238;101;442;100903.8;12
945066;105;-117;9;21.066008;52.504238;101;442;100914.52;12
950064;106;-117;9;21.066008;52.504238;101;442;100916;12
955062;107;-120;9;21.066008;52.504238;101;443;100909.25;13
960061;108;-119;9;21.066008;52.504238;101;441;100914.2;13
965060;109;-122;9;21.066008;52.504238;101;440;100914.25;12
970059;110;-118;9;21.066008;52.504238;101;438;100909.97;13
975058;111;-118;9;21.066008;52.504238;101;438;100898.95;12
980055;112;-120;9;21.066008;52.504238;101;438;100903.65;12
985055;113;-118;9;21.066008;52.504238;101;428;100896.23;13
990051;114;-110;9;21.066008;52.50423;101;435;100901.7;13
995050;115;-100;9;21.066059;52.5042;101;421;100880.27;14
1000049;116;-100;9;21.066092;52.504169;101;416;100870.83;12
1005047;117;-104;9;21.066105;52.504173;101;420;100890.38;14
1010047;118;-97;9;21.066109;52.504169;101;423;100877.5;14
1015047;119;-100;9;21.066113;52.504166;101;421;100877.43;14
1020044;120;-97;9;21.066118;52.504162;101;417;100875.75;15
1025043;121;-106;9;21.066116;52.504154;101;411;100870.88;15
1030042;122;-89;9;21.066116;52.504158;102;408;100869.66;15
1035042;123;-82;9;21.066118;52.504158;101;412;100870.12;15
1040039;124;-90;9;21.066111;52.504162;101;411;100876.16;15
1045038;125;-96;9;21.066109;52.504158;101;414;100884.4;15
1050036;126;-96;9;21.066111;52.504158;100;418;100887.29;14
1055037;127;-86;9;21.066132;52.504128;100;411;100891.52;14
1060034;128;-91;9;21.066126;52.504101;100;402;100871.97;15
1065036;129;-92;9;21.066126;52.504101;100;399;100877.08;15
1070034;130;-92;9;21.066126;52.504101;100;410;100891.41;15
1075033;131;-92;9;21.066126;52.504101;100;412;100901.77;15
1080032;132;-94;9;21.066126;52.504101;100;415;100874.28;15
1085031;133;-92;9;21.066126;52.504101;100;420;100902.37;15
1090030;134;-94;9;21.066126;52.504101;100;422;100892.28;15
1095030;135;-93;9;21.066126;52.504101;100;424;100880.5;14
1100026;136;-93;9;21.066126;52.504101;100;426;100884.07;14
1105025;137;-92;9;21.066126;52.504101;100;428;100871.55;14
1110024;138;-92;9;21.066126;52.504101;100;428;100885.72;14
1115024;139;-94;9;21.066126;52.504101;101;433;100886.91;14
1120023;140;-94;9;21.066126;52.504101;101;435;100881.14;13
1125023;141;-92;9;21.066126;52.504101;101;437;100887.78;13
1130021;142;-94;9;21.066126;52.504101;101;439;100892.22;13
1135021;143;-94;9;21.066126;52.504101;101;441;100890.97;13
1140020;144;-94;9;21.066126;52.504101;101;442;100883.91;13
1145018;145;-93;9;21.066126;52.504101;101;443;100894.7;13
1150018;146;-95;9;21.066126;52.504101;101;445;100906.14;13
1155018;147;-102;9;21.066126;52.504101;101;446;100904.88;12
1160010;148;-94;8;21.066113;52.504108;100;449;100899.36;12
1165017;149;-118;9;21.066086;52.504166;100;429;100882.24;13
1170017;150;-118;9;21.066088;52.504162;100;425;100890.7;13
1175016;151;-118;9;21.066088;52.504162;100;418;100888.62;14
1180014;152;-116;9;21.066086;52.504158;100;416;100881.56;14
1185015;153;-113;9;21.06608;52.504158;100;418;100890.95;14
1190013;154;-119;9;21.06608;52.504162;101;401;100886.53;15
1195013;155;-117;9;21.066082;52.504162;101;400;100882.77;15
1199913;156;-116;9;21.066084;52.504162;101;406;100889.09;15
1204913;157;-116;9;21.066084;52.504162;101;404;100883.27;15
1210013;158;-118;9;21.066086;52.504162;101;399;100873.11;15
1215011;159;-119;9;21.066086;52.504162;101;398;100874.47;16
1220006;160;-120;8;21.066086;52.504162;101;398;100879.8;15
1225008;161;-120;9;21.066086;52.504162;101;399;100880.14;15
1230006;162;-122;9;21.066088;52.504162;100;398;100874.47;15
1235006;163;-124;9;21.06609;52.504162;100;395;100877.88;16
1240005;164;-123;9;21.06609;52.504162;100;389;100879.31;16
1245002;165;-122;9;21.06609;52.504166;100;392;100882.58;16
1250000;166;-123;8;21.06609;52.504166;100;390;100884.84;16
1255000;167;-123;9;21.06609;52.504166;100;388;100880.33;16
1260000;168;-123;9;21.06609;52.504166;100;387;100876.92;16
1264999;169;-124;9;21.06609;52.504166;100;381;100880.72;17
1269997;170;-122;9;21.06609;52.504166;100;377;100881.49;17
1274893;171;-123;8;21.06609;52.504169;100;374;100881.23;18
1279994;172;-94;9;21.066097;52.504169;100;371;100880.94;18
1284992;173;-96;9;21.066084;52.504131;101;377;100876.47;18
1289993;174;-91;9;21.066076;52.504089;101;381;100873.76;17
1294992;175;-107;9;21.06605;52.504066;101;380;100863.7;21
1299991;176;-100;9;21.066004;52.504032;102;382;100869.31;26
1304993;177;-120;9;21.065966;52.50399;103;386;100881.25;28
1309992;178;-114;9;21.065931;52.503952;103;387;100875.17;19
1314991;179;-119;9;21.065926;52.503922;103;391;100856.87;18
1319882;180;-118;5;21.065931;52.503895;104;388;100853.29;18
1324880;181;-117;4;21.065933;52.503891;104;389;100854.78;20
1329980;182;-121;4;21.065958;52.503887;104;386;100868.61;41
1334875;183;-122;0;21.066072;52.503895;104;387;100859.62;32
1339972;184;-123;0;21.066177;52.50391;104;388;100865.48;26
1344872;185;-124;0;21.066282;52.503922;104;389;100867.3;23
1349875;186;-122;3;21.066195;52.50386;104;389;100873.68;34
1354874;187;-122;3;21.066078;52.503883;104;387;100870.06;42
1359870;188;-122;0;21.066063;52.503868;104;390;100866.78;27
1364873;189;-122;3;21.066044;52.503826;104;392;100869.84;26
1369873;190;-120;3;21.066135;52.503788;103;393;100865.78;22
1374972;191;-121;3;21.066101;52.503761;103;395;100860.23;26
1379870;192;-121;0;21.06609;52.503735;103;397;100869.77;31
1384969;193;-123;0;21.066078;52.503712;102;398;100861.61;26
1389970;194;-122;3;21.066153;52.503658;103;399;100862.89;21
1394872;195;-124;3;21.066008;52.503769;103;401;100862.58;21
1399970;196;-120;3;21.065998;52.503792;103;401;100865.41;19
1404972;197;-122;3;21.065903;52.503834;103;403;100862.05;23
1409968;198;-122;0;21.065819;52.503834;102;403;100869.23;18
1414967;199;-123;0;21.065756;52.503826;102;403;100870.53;21
1419966;200;-122;0;21.065691;52.503819;101;403;100866.87;27
1425966;201;-123;0;21.065691;52.503819;101;404;100867.14;21
1429972;202;-124;3;21.065584;52.503876;103;405;100866.19;22
1434873;203;-124;3;21.065521;52.503979;103;406;100865.09;19
1439872;204;-124;3;21.06535;52.504173;102;406;100865.33;20
1444969;205;-124;14;21.06534;52.504208;102;4247;-5.8593E+13;20
1449869;206;-123;0;21.065277;52.504257;102;407;100867.06;22
1454969;207;-124;0;21.065214;52.504303;101;405;100867.53;17
1460970;208;-123;0;21.065214;52.504303;101;405;100864.19;18
1466970;209;-123;0;21.065214;52.504303;101;407;100871.37;18
1472971;210;-122;0;21.065214;52.504303;101;408;100870.95;18
1484972;211;-124;0;21.065214;52.504303;101;403;100869.38;39
1490973;212;-121;0;21.065214;52.504303;101;405;100867.53;43
1496974;213;-121;0;21.065214;52.504303;101;405;100860.73;40
1502975;214;-120;0;21.065214;52.504303;101;407;100872.01;42
1508976;215;-123;0;21.065214;52.504303;101;408;100870.5;43
1514977;216;-122;0;21.065214;52.504303;101;410;100875.14;43
1520977;217;-120;0;21.065214;52.504303;101;406;100865.33;47
1524975;218;-120;3;21.065512;52.504158;104;411;100876.54;24
1529874;219;-121;0;21.065517;52.504135;104;413;100870.2;24
1534974;220;-122;0;21.065521;52.504108;105;414;100866.77;21
1539881;221;-122;3;21.065706;52.504002;105;414;100869.59;18
1544878;222;-123;4;21.065981;52.503845;103;414;100866.08;17
1549978;223;-122;4;21.065845;52.503986;103;414;100865.61;17
1554879;224;-123;4;21.065857;52.504028;102;414;100871.92;17
1559880;225;-121;4;21.065874;52.504036;102;412;100861.13;17
1564879;226;-121;4;21.065861;52.50404;101;413;100865.17;17
1569877;227;-121;0;21.065861;52.50404;100;411;100872.55;16
1574875;228;-121;0;21.065861;52.50404;100;412;100863.82;16
1580876;229;-121;0;21.065861;52.50404;100;413;100867.16;16
1584877;230;-120;0;21.065884;52.504082;102;412;100873.98;16
1589975;231;-123;0;21.065887;52.504105;103;412;100873.47;16
1594877;232;-122;0;21.065889;52.50412;103;412;100867.48;16
1600878;233;-124;0;21.065889;52.50412;103;412;100865.63;16
1606879;234;-124;0;21.065889;52.50412;103;410;100869.48;16
1612880;235;-124;0;21.065889;52.50412;103;409;100866.57;16
1618880;236;-124;0;21.065889;52.50412;103;408;100869.34;16
1624881;237;-124;0;21.065889;52.50412;103;403;100875.62;17
1630882;238;-123;0;21.065889;52.50412;103;403;100875.95;17
1636882;239;-123;0;21.065889;52.50412;103;402;100869.34;17
1642882;240;-124;0;21.065889;52.50412;103;401;100871.45;17
1648882;241;-117;0;21.065889;52.50412;103;402;100874.36;17
1649882;242;-117;3;21.065826;52.504257;103;400;100871.27;17
1654881;243;-121;4;21.066139;52.503712;102;400;100858.72;17
1659981;244;-122;4;21.066601;52.503288;101;402;100857.41;17
1664882;245;-117;4;21.066473;52.503284;102;399;100853.27;18
1669882;246;-120;4;21.066278;52.503365;100;400;100854.73;18
1674980;247;-117;4;21.066088;52.503567;103;398;100853.14;18
1679881;248;-122;3;21.066078;52.503586;103;397;100856.8;17
1684981;249;-121;4;21.066065;52.503628;103;397;100851.69;17
1689881;250;-120;4;21.066044;52.503651;103;398;100853.05;18
1694882;251;-122;4;21.065994;52.503712;104;395;100861.69;18
1699882;252;-123;4;21.065987;52.50367;104;396;100855.95;18
1704883;253;-123;4;21.065969;52.503723;104;396;100862.42;18
1709884;254;-124;4;21.065912;52.503784;104;397;100863.08;17
1714982;255;-123;3;21.065844;52.503819;104;396;100857.23;17
1719883;256;-124;4;21.065836;52.503826;104;397;100862.56;17
1724883;257;-124;4;21.065851;52.503811;104;397;100864.12;17
1729884;258;-123;4;21.065861;52.503811;104;398;100865.38;17
1734884;259;-121;4;21.06587;52.503792;104;398;100864.75;17
1739884;260;-124;4;21.065874;52.50378;104;399;100860.58;17
1744984;261;-121;4;21.065901;52.503803;104;399;100867.06;17
1749885;262;-123;4;21.065977;52.503796;104;399;100864.55;17
1754984;263;-120;4;21.065941;52.503815;104;399;100863.8;17
1759882;264;-123;0;21.065916;52.503841;104;399;100860.14;17
1764886;265;-117;3;21.065908;52.503864;104;399;100865.78;17
1769885;266;-116;4;21.065914;52.503937;103;399;100862.65;19
1774887;267;-117;4;21.065784;52.504002;102;399;100862.89;17
1779886;268;-118;3;21.065672;52.504055;102;399;100871.88;17
1784987;269;-120;3;21.065624;52.504101;102;399;100860.06;17
1789888;270;-119;3;21.065563;52.504154;101;398;100871.55;17
1794890;271;-120;3;21.065557;52.504177;102;398;100867.25;17
1799890;272;-118;3;21.065531;52.504219;103;399;100868.02;17
1804891;273;-122;3;21.065479;52.504265;103;397;100866.73;17
1809891;274;-123;3;21.065392;52.504246;103;398;100865.06;17
1814893;275;-124;3;21.065298;52.50428;103;398;100866.53;17
1819895;276;-121;3;21.065294;52.504272;103;396;100871.34;17
1824894;277;-116;3;21.06526;52.504292;103;397;100861.41;17
1829893;278;-116;0;21.065414;52.504124;103;395;100871.09;17
1834896;279;-117;3;21.065474;52.504044;103;396;100865.25;17
1839995;280;-116;3;21.065653;52.503857;104;396;100865.25;17
1844898;281;-115;3;21.066051;52.503502;103;395;100864.61;17
1849898;282;-117;3;21.066124;52.503441;103;395;100859.39;17
1854899;283;-118;3;21.066105;52.503468;103;395;100862.21;18
1859900;284;-123;3;21.066034;52.503544;105;397;100861.41;17
1864900;285;-121;4;21.065971;52.503574;105;397;100863.39;17
1869902;286;-122;4;21.065968;52.503635;108;396;100866.6;18
1874904;287;-122;4;21.065878;52.503712;105;394;100867.81;17
1880004;288;-122;4;21.065863;52.503727;105;395;100863.78;17
1884906;289;-120;4;21.06584;52.503788;105;394;100868.66;17
1889908;290;-123;4;21.065805;52.503796;105;395;100867.75;17
1894908;291;-124;4;21.065825;52.503788;104;395;100862.11;17
1899910;292;-122;4;21.065809;52.503815;104;394;100847.02;26
1904911;293;-122;3;21.065796;52.503864;104;395;100864.92;34
1909911;294;-113;3;21.065809;52.503899;103;395;100857.41;31
1914912;295;-109;4;21.065968;52.50386;103;392;100850.32;22
1920023;296;-112;6;21.066082;52.50391;105;393;100848.55;22
1925028;297;-111;9;21.066147;52.503963;107;396;100856.67;18
1930029;298;-113;9;21.066101;52.504021;105;382;100863.98;19
1935032;299;-96;9;21.066114;52.504074;105;383;100853.48;19
1939934;300;-87;9;21.066132;52.504108;104;380;100858.35;20
1944934;301;-90;9;21.066156;52.504139;104;383;100851.73;21
1950036;302;-80;9;21.066145;52.504154;103;379;100861;19
1954940;303;-88;9;21.066139;52.504169;104;368;100850.82;34
1959941;304;-93;9;21.066135;52.504166;104;377;100852.22;24
1965041;305;-88;9;21.066114;52.504143;101;372;100851.06;38
1970042;306;-93;9;21.06612;52.504154;102;370;100856.84;21
1975043;307;-99;9;21.066128;52.504147;99;368;100856.98;21
1979945;308;-90;9;21.06612;52.504128;99;372;100859.77;49
1984947;309;-94;9;21.06612;52.504131;100;374;100859.82;56
1989950;310;-100;9;21.066128;52.504128;100;379;100857.95;48
1995050;311;-93;9;21.066126;52.504128;101;381;100858.55;32
2000052;312;-92;9;21.066126;52.504128;101;390;100868.23;26
2005056;313;-97;9;21.066126;52.504128;101;396;100878.52;22
2010056;314;-93;9;21.066126;52.504128;101;397;100876.88;20
2015060;315;-91;9;21.066126;52.504128;101;402;100863.9;19
2020060;316;-86;9;21.066126;52.504128;101;404;100867.27;18
2024963;317;-85;9;21.06613;52.50412;101;409;100857.9;19
2029964;318;-92;8;21.06613;52.504128;101;409;100867.54;19
2034964;319;-91;8;21.06613;52.504139;101;409;100864.91;18
2039967;320;-76;9;21.066133;52.504143;101;404;100859.3;17
2044969;321;-75;9;21.066135;52.504143;101;407;100865.91;19
2049989;322;-92;9;21.066132;52.50415;101;410;100871.3;19
2054973;323;-89;9;21.066126;52.504143;100;409;100866.38;20
2059974;324;-84;9;21.066122;52.504135;101;407;100867.9;19
2064974;325;-83;9;21.066126;52.504135;101;407;100863.53;40
2069976;326;-80;9;21.066126;52.504135;101;408;100863.17;45
2074977;327;-76;9;21.066126;52.504131;102;409;100874.54;49
2079999;328;-73;9;21.066128;52.50412;102;412;100867.48;41
2084977;329;-88;8;21.066128;52.50412;102;420;100876.55;25
2090081;330;-75;9;21.06612;52.50412;102;421;100869.94;22
2094983;331;-75;9;21.06612;52.504135;102;421;100883.59;18
2099984;332;-72;9;21.066118;52.504135;102;414;100869.78;16
2104986;333;-70;9;21.066128;52.504143;102;422;100868.95;17
2109987;334;-82;9;21.066126;52.504147;103;421;100886.77;17
2114987;335;-81;9;21.066126;52.504147;103;417;100872.12;16
2119989;336;-86;9;21.066126;52.504147;103;405;100855.72;16
2124990;337;-86;9;21.066126;52.504147;103;413;100863.39;14
2129991;338;-84;9;21.066124;52.504139;103;415;100868.66;17
2134992;339;-81;9;21.066126;52.504147;103;418;100858.47;17
2139994;340;-38;9;21.066126;52.504143;103;409;100835.79;16
2144995;341;-36;9;21.066128;52.504139;103;416;100870.75;17
2149996;342;-43;9;21.066126;52.504143;104;420;100872.88;17
2155000;343;-42;9;21.066126;52.504143;104;410;100875.66;15
2160002;344;-32;9;21.066122;52.504147;104;414;100868.11;17
2165003;345;-38;9;21.06613;52.504147;104;415;100867.49;18
2170005;346;-37;9;21.066137;52.504147;104;417;100870.09;19
2175004;347;-30;8;21.066133;52.504147;104;415;100876.78;19
2180005;348;-39;9;21.066126;52.504147;104;412;100848.52;18
2185007;349;-39;9;21.066126;52.504162;103;411;100855.08;16
2190008;350;-39;9;21.066103;52.50415;103;410;100864.99;43
2195009;351;-39;9;21.066109;52.50415;103;409;100849.09;21
2200032;352;-39;9;21.066113;52.50415;103;411;100846.27;17
2205011;353;-24;9;21.066116;52.50415;103;412;100842.67;16
2210011;354;-38;9;21.066116;52.50415;103;412;100829.47;16
2215012;355;-37;9;21.066116;52.50415;103;415;100867.13;16
2220011;356;-35;9;21.06612;52.50415;104;414;100859.95;15
2225010;357;-46;9;21.066122;52.504147;104;414;100862.92;16
2230008;358;-44;7;21.066118;52.50415;104;419;100843.67;17
2235012;359;-44;9;21.06612;52.504147;104;419;100859;15
2240013;360;-39;9;21.06612;52.504147;104;419;100860.34;16
2245014;361;-47;9;21.06612;52.504147;104;419;100860.22;16
2250012;362;-47;9;21.06612;52.504147;104;413;100851.75;17
2255011;363;-42;9;21.06612;52.504147;104;410;100857.53;17
2260013;364;-49;9;21.066118;52.50415;104;416;100859.18;15
2265012;365;-50;9;21.066118;52.50415;104;414;100849.28;15
2270012;366;-50;9;21.066118;52.50415;104;419;100845.55;15
2275015;367;-45;9;21.066114;52.504147;103;414;100847.97;15
2280013;368;-39;9;21.066103;52.504158;103;419;100857.5;16
2285012;369;-42;9;21.066109;52.504154;103;416;100859.75;19
2290015;370;-39;9;21.06612;52.504143;103;417;100855.97;19
2295112;371;-47;9;21.066095;52.504166;105;418;100861.3;20
2300112;372;-46;9;21.066059;52.504189;104;416;100860.67;18
2305113;373;-72;9;21.066059;52.504192;104;411;100864.2;16
2310016;374;-74;9;21.066063;52.504196;104;407;100859.93;16
2315016;375;-61;9;21.066061;52.504192;104;408;100865.68;16
2320015;376;-71;9;21.066065;52.504196;103;405;100867.02;14
2325016;377;-78;9;21.066065;52.504192;103;404;100865.8;16
2330114;378;-69;9;21.06608;52.504189;103;397;100803.39;15
2335016;379;-66;9;21.06608;52.504192;103;397;100855.97;16
2340015;380;-72;9;21.066074;52.504196;103;395;100859.7;16
2345015;381;-76;9;21.066072;52.504189;103;394;100858.2;17
2350112;382;-66;9;21.066065;52.504185;104;394;100853.39;17
2355112;383;-65;9;21.066086;52.504196;104;394;100851.52;17
2360013;384;-71;9;21.066093;52.504208;103;387;100848.75;17
2365014;385;-67;9;21.06609;52.504204;104;380;100767.4;18
2370015;386;-67;9;21.066086;52.5042;104;386;100855.62;17
2375112;387;-72;9;21.066113;52.504223;103;393;100833.92;17
2380109;388;-81;9;21.066153;52.504242;103;387;100844.17;16
2385010;389;-85;9;21.066168;52.504284;103;387;100857.12;17
2390010;390;-81;9;21.066191;52.504295;103;384;100862.34;17
2395010;391;-88;9;21.066193;52.504292;104;382;100857.59;18
2400010;392;-86;9;21.066191;52.504292;104;384;100862.34;18
2405006;393;-82;9;21.066191;52.504292;104;382;100853.86;18
2410006;394;-83;9;21.066193;52.504292;105;381;100854.02;18
2415006;395;-88;9;21.066198;52.504292;105;386;100858.17;15
2420004;396;-84;9;21.0662;52.504292;105;383;100859.91;18
2425005;397;-83;9;21.0662;52.504292;105;383;100864.7;18
2430004;398;-83;9;21.066196;52.504292;105;386;100857.87;18
2435003;399;-76;9;21.066196;52.504292;105;390;100868.77;17
2440002;400;-73;9;21.066193;52.504295;105;383;100878.78;18
2445000;401;-89;9;21.066191;52.504295;105;385;100867.06;18
2449997;402;-81;9;21.066191;52.504303;105;382;100860.71;17
2454997;403;-79;9;21.066195;52.504295;105;380;100856.94;18
2459998;404;-83;9;21.066196;52.504303;105;376;100855.99;19
2464995;405;-84;9;21.066198;52.504303;105;377;100845.25;19
2469997;406;-83;9;21.066198;52.504303;105;375;100852.41;19
2474992;407;-74;9;21.066198;52.504307;105;371;100855.05;19
2479991;408;-73;9;21.066135;52.504364;107;371;100844.95;19
2485088;409;-77;9;21.066086;52.504482;109;359;100727.55;20
2490087;410;-70;9;21.066021;52.504528;114;350;100617.75;21
2495087;411;-80;9;21.065796;52.504528;120;350;100491.16;21
2500085;412;-75;9;21.065516;52.504562;135;342;100364.39;22
2505084;413;-73;9;21.065111;52.504692;146;336;100246.33;23
2510082;414;-82;9;21.064846;52.504807;157;330;100216.55;23
2514982;415;-62;9;21.064501;52.504807;170;331;100107.62;24
2520084;416;-73;8;21.064228;52.504894;184;327;99970.41;24
2525080;417;-66;9;21.064079;52.504986;196;327;99852.12;24
2530076;418;-66;9;21.063795;52.505016;210;324;99707.77;24
2535076;419;-74;9;21.063353;52.505089;225;324;99519.59;24
2540074;420;-62;9;21.062994;52.505203;242;321;99346.44;24
2545073;421;-76;9;21.062613;52.505333;255;316;99209.37;25
2550069;422;-63;9;21.0623;52.505455;269;319;99102.31;24
2555068;423;-80;9;21.061895;52.505547;279;317;98950.97;24
2560066;424;-79;9;21.061472;52.505733;289;315;98821.55;24
2565065;425;-73;9;21.061115;52.505917;302;312;98659.3;25
2570063;426;-81;9;21.06074;52.506069;315;310;98508.08;25
2575060;427;-67;9;21.060328;52.506241;329;307;98325.18;25
2580060;428;-84;9;21.059978;52.506382;344;303;98144.67;25
2585058;429;-70;9;21.059639;52.506485;361;304;97962.28;25
2590059;430;-78;9;21.059261;52.506573;379;300;97773.05;26
